,t,strain*1e+21
1996,-0.3278,-0.1621
1997,-0.3275,-0.1553
1998,-0.3273,-0.1482
1999,-0.3270,-0.1408
2000,-0.3268,-0.1332
2001,-0.3265,-0.1254
2002,-0.3263,-0.1174
2003,-0.3261,-0.1091
2004,-0.3258,-0.1007
2005,-0.3256,-0.0921
2006,-0.3253,-0.0833
2007,-0.3251,-0.0744
2008,-0.3248,-0.0654
2009,-0.3246,-0.0562
2010,-0.3244,-0.0469
2011,-0.3241,-0.0376
2012,-0.3239,-0.0282
2013,-0.3236,-0.0187
2014,-0.3234,-0.0092
2015,-0.3231,0.0003
2016,-0.3229,0.0099
2017,-0.3226,0.0194
2018,-0.3224,0.0289
2019,-0.3222,0.0383
2020,-0.3219,0.0477
2021,-0.3217,0.0570
2022,-0.3214,0.0663
2023,-0.3212,0.0754
2024,-0.3209,0.0844
2025,-0.3207,0.0932
2026,-0.3204,0.1019
2027,-0.3202,0.1104
2028,-0.3200,0.1188
2029,-0.3197,0.1269
2030,-0.3195,0.1348
2031,-0.3192,0.1425
2032,-0.3190,0.1500
2033,-0.3187,0.1572
2034,-0.3185,0.1641
2035,-0.3182,0.1708
2036,-0.3180,0.1772
2037,-0.3178,0.1832
2038,-0.3175,0.1890
2039,-0.3173,0.1944
2040,-0.3170,0.1995
2041,-0.3168,0.2043
2042,-0.3165,0.2087
2043,-0.3163,0.2127
2044,-0.3161,0.2164
2045,-0.3158,0.2197
2046,-0.3156,0.2227
2047,-0.3153,0.2252
2048,-0.3151,0.2274
2049,-0.3148,0.2291
2050,-0.3146,0.2305
2051,-0.3143,0.2315
2052,-0.3141,0.2321
2053,-0.3139,0.2322
2054,-0.3136,0.2320
2055,-0.3134,0.2314
2056,-0.3131,0.2303
2057,-0.3129,0.2289
2058,-0.3126,0.2270
2059,-0.3124,0.2248
2060,-0.3121,0.2222
2061,-0.3119,0.2191
2062,-0.3117,0.2157
2063,-0.3114,0.2120
2064,-0.3112,0.2078
2065,-0.3109,0.2033
2066,-0.3107,0.1984
2067,-0.3104,0.1932
2068,-0.3102,0.1876
2069,-0.3099,0.1817
2070,-0.3097,0.1755
2071,-0.3095,0.1690
2072,-0.3092,0.1621
2073,-0.3090,0.1550
2074,-0.3087,0.1476
2075,-0.3085,0.1399
2076,-0.3082,0.1320
2077,-0.3080,0.1239
2078,-0.3078,0.1155
2079,-0.3075,0.1069
2080,-0.3073,0.0982
2081,-0.3070,0.0892
2082,-0.3068,0.0801
2083,-0.3065,0.0708
2084,-0.3063,0.0615
2085,-0.3060,0.0520
2086,-0.3058,0.0424
2087,-0.3056,0.0327
2088,-0.3053,0.0229
2089,-0.3051,0.0131
2090,-0.3048,0.0033
2091,-0.3046,-0.0065
2092,-0.3043,-0.0163
2093,-0.3041,-0.0261
2094,-0.3038,-0.0359
2095,-0.3036,-0.0456
2096,-0.3034,-0.0552
2097,-0.3031,-0.0647
2098,-0.3029,-0.0742
2099,-0.3026,-0.0835
2100,-0.3024,-0.0926
2101,-0.3021,-0.1016
2102,-0.3019,-0.1104
2103,-0.3016,-0.1191
2104,-0.3014,-0.1275
2105,-0.3012,-0.1357
2106,-0.3009,-0.1437
2107,-0.3007,-0.1514
2108,-0.3004,-0.1588
2109,-0.3002,-0.1660
2110,-0.2999,-0.1729
2111,-0.2997,-0.1794
2112,-0.2994,-0.1857
2113,-0.2992,-0.1916
2114,-0.2990,-0.1972
2115,-0.2987,-0.2024
2116,-0.2985,-0.2073
2117,-0.2982,-0.2118
2118,-0.2980,-0.2159
2119,-0.2977,-0.2197
2120,-0.2975,-0.2230
2121,-0.2973,-0.2260
2122,-0.2970,-0.2285
2123,-0.2968,-0.2307
2124,-0.2965,-0.2324
2125,-0.2963,-0.2337
2126,-0.2960,-0.2346
2127,-0.2958,-0.2351
2128,-0.2955,-0.2351
2129,-0.2953,-0.2347
2130,-0.2951,-0.2339
2131,-0.2948,-0.2327
2132,-0.2946,-0.2310
2133,-0.2943,-0.2290
2134,-0.2941,-0.2265
2135,-0.2938,-0.2236
2136,-0.2936,-0.2203
2137,-0.2933,-0.2166
2138,-0.2931,-0.2125
2139,-0.2929,-0.2080
2140,-0.2926,-0.2031
2141,-0.2924,-0.1979
2142,-0.2921,-0.1923
2143,-0.2919,-0.1863
2144,-0.2916,-0.1800
2145,-0.2914,-0.1734
2146,-0.2911,-0.1665
2147,-0.2909,-0.1592
2148,-0.2907,-0.1517
2149,-0.2904,-0.1438
2150,-0.2902,-0.1357
2151,-0.2899,-0.1274
2152,-0.2897,-0.1188
2153,-0.2894,-0.1100
2154,-0.2892,-0.1010
2155,-0.2890,-0.0918
2156,-0.2887,-0.0824
2157,-0.2885,-0.0729
2158,-0.2882,-0.0632
2159,-0.2880,-0.0534
2160,-0.2877,-0.0435
2161,-0.2875,-0.0335
2162,-0.2872,-0.0235
2163,-0.2870,-0.0134
2164,-0.2868,-0.0032
2165,-0.2865,0.0069
2166,-0.2863,0.0171
2167,-0.2860,0.0272
2168,-0.2858,0.0372
2169,-0.2855,0.0473
2170,-0.2853,0.0572
2171,-0.2850,0.0670
2172,-0.2848,0.0767
2173,-0.2846,0.0863
2174,-0.2843,0.0957
2175,-0.2841,0.1050
2176,-0.2838,0.1140
2177,-0.2836,0.1229
2178,-0.2833,0.1315
2179,-0.2831,0.1399
2180,-0.2828,0.1481
2181,-0.2826,0.1559
2182,-0.2824,0.1635
2183,-0.2821,0.1708
2184,-0.2819,0.1778
2185,-0.2816,0.1844
2186,-0.2814,0.1907
2187,-0.2811,0.1967
2188,-0.2809,0.2023
2189,-0.2807,0.2075
2190,-0.2804,0.2124
2191,-0.2802,0.2168
2192,-0.2799,0.2209
2193,-0.2797,0.2245
2194,-0.2794,0.2277
2195,-0.2792,0.2305
2196,-0.2789,0.2329
2197,-0.2787,0.2348
2198,-0.2785,0.2363
2199,-0.2782,0.2374
2200,-0.2780,0.2380
2201,-0.2777,0.2382
2202,-0.2775,0.2379
2203,-0.2772,0.2372
2204,-0.2770,0.2360
2205,-0.2767,0.2344
2206,-0.2765,0.2323
2207,-0.2763,0.2298
2208,-0.2760,0.2269
2209,-0.2758,0.2235
2210,-0.2755,0.2197
2211,-0.2753,0.2155
2212,-0.2750,0.2109
2213,-0.2748,0.2059
2214,-0.2745,0.2005
2215,-0.2743,0.1947
2216,-0.2741,0.1886
2217,-0.2738,0.1821
2218,-0.2736,0.1752
2219,-0.2733,0.1680
2220,-0.2731,0.1605
2221,-0.2728,0.1527
2222,-0.2726,0.1445
2223,-0.2724,0.1361
2224,-0.2721,0.1275
2225,-0.2719,0.1185
2226,-0.2716,0.1094
2227,-0.2714,0.1000
2228,-0.2711,0.0905
2229,-0.2709,0.0807
2230,-0.2706,0.0708
2231,-0.2704,0.0608
2232,-0.2702,0.0506
2233,-0.2699,0.0404
2234,-0.2697,0.0300
2235,-0.2694,0.0196
2236,-0.2692,0.0092
2237,-0.2689,-0.0013
2238,-0.2687,-0.0118
2239,-0.2684,-0.0223
2240,-0.2682,-0.0327
2241,-0.2680,-0.0431
2242,-0.2677,-0.0534
2243,-0.2675,-0.0636
2244,-0.2672,-0.0737
2245,-0.2670,-0.0836
2246,-0.2667,-0.0934
2247,-0.2665,-0.1031
2248,-0.2662,-0.1125
2249,-0.2660,-0.1217
2250,-0.2658,-0.1307
2251,-0.2655,-0.1395
2252,-0.2653,-0.1480
2253,-0.2650,-0.1562
2254,-0.2648,-0.1641
2255,-0.2645,-0.1717
2256,-0.2643,-0.1790
2257,-0.2640,-0.1859
2258,-0.2638,-0.1925
2259,-0.2636,-0.1987
2260,-0.2633,-0.2045
2261,-0.2631,-0.2100
2262,-0.2628,-0.2150
2263,-0.2626,-0.2196
2264,-0.2623,-0.2238
2265,-0.2621,-0.2276
2266,-0.2619,-0.2309
2267,-0.2616,-0.2338
2268,-0.2614,-0.2362
2269,-0.2611,-0.2382
2270,-0.2609,-0.2397
2271,-0.2606,-0.2407
2272,-0.2604,-0.2413
2273,-0.2601,-0.2414
2274,-0.2599,-0.2410
2275,-0.2597,-0.2402
2276,-0.2594,-0.2389
2277,-0.2592,-0.2371
2278,-0.2589,-0.2348
2279,-0.2587,-0.2321
2280,-0.2584,-0.2289
2281,-0.2582,-0.2253
2282,-0.2579,-0.2213
2283,-0.2577,-0.2168
2284,-0.2575,-0.2118
2285,-0.2572,-0.2065
2286,-0.2570,-0.2007
2287,-0.2567,-0.1946
2288,-0.2565,-0.1880
2289,-0.2562,-0.1811
2290,-0.2560,-0.1738
2291,-0.2557,-0.1662
2292,-0.2555,-0.1582
2293,-0.2553,-0.1500
2294,-0.2550,-0.1414
2295,-0.2548,-0.1325
2296,-0.2545,-0.1234
2297,-0.2543,-0.1140
2298,-0.2540,-0.1044
2299,-0.2538,-0.0945
2300,-0.2536,-0.0845
2301,-0.2533,-0.0743
2302,-0.2531,-0.0639
2303,-0.2528,-0.0534
2304,-0.2526,-0.0428
2305,-0.2523,-0.0321
2306,-0.2521,-0.0214
2307,-0.2518,-0.0105
2308,-0.2516,0.0003
2309,-0.2514,0.0112
2310,-0.2511,0.0220
2311,-0.2509,0.0328
2312,-0.2506,0.0435
2313,-0.2504,0.0542
2314,-0.2501,0.0648
2315,-0.2499,0.0752
2316,-0.2496,0.0855
2317,-0.2494,0.0957
2318,-0.2492,0.1056
2319,-0.2489,0.1154
2320,-0.2487,0.1249
2321,-0.2484,0.1342
2322,-0.2482,0.1432
2323,-0.2479,0.1519
2324,-0.2477,0.1603
2325,-0.2474,0.1685
2326,-0.2472,0.1763
2327,-0.2470,0.1837
2328,-0.2467,0.1908
2329,-0.2465,0.1974
2330,-0.2462,0.2037
2331,-0.2460,0.2096
2332,-0.2457,0.2151
2333,-0.2455,0.2201
2334,-0.2453,0.2247
2335,-0.2450,0.2289
2336,-0.2448,0.2326
2337,-0.2445,0.2358
2338,-0.2443,0.2385
2339,-0.2440,0.2408
2340,-0.2438,0.2425
2341,-0.2435,0.2438
2342,-0.2433,0.2446
2343,-0.2431,0.2449
2344,-0.2428,0.2446
2345,-0.2426,0.2439
2346,-0.2423,0.2427
2347,-0.2421,0.2410
2348,-0.2418,0.2388
2349,-0.2416,0.2361
2350,-0.2413,0.2329
2351,-0.2411,0.2293
2352,-0.2409,0.2251
2353,-0.2406,0.2205
2354,-0.2404,0.2155
2355,-0.2401,0.2100
2356,-0.2399,0.2040
2357,-0.2396,0.1977
2358,-0.2394,0.1909
2359,-0.2391,0.1838
2360,-0.2389,0.1762
2361,-0.2387,0.1683
2362,-0.2384,0.1600
2363,-0.2382,0.1514
2364,-0.2379,0.1425
2365,-0.2377,0.1333
2366,-0.2374,0.1238
2367,-0.2372,0.1140
2368,-0.2369,0.1040
2369,-0.2367,0.0937
2370,-0.2365,0.0833
2371,-0.2362,0.0727
2372,-0.2360,0.0619
2373,-0.2357,0.0510
2374,-0.2355,0.0400
2375,-0.2352,0.0288
2376,-0.2350,0.0176
2377,-0.2348,0.0064
2378,-0.2345,-0.0049
2379,-0.2343,-0.0161
2380,-0.2340,-0.0273
2381,-0.2338,-0.0385
2382,-0.2335,-0.0496
2383,-0.2333,-0.0606
2384,-0.2330,-0.0715
2385,-0.2328,-0.0823
2386,-0.2326,-0.0929
2387,-0.2323,-0.1033
2388,-0.2321,-0.1135
2389,-0.2318,-0.1234
2390,-0.2316,-0.1332
2391,-0.2313,-0.1426
2392,-0.2311,-0.1517
2393,-0.2308,-0.1606
2394,-0.2306,-0.1691
2395,-0.2304,-0.1772
2396,-0.2301,-0.1850
2397,-0.2299,-0.1924
2398,-0.2296,-0.1994
2399,-0.2294,-0.2060
2400,-0.2291,-0.2122
2401,-0.2289,-0.2179
2402,-0.2286,-0.2232
2403,-0.2284,-0.2280
2404,-0.2282,-0.2323
2405,-0.2279,-0.2361
2406,-0.2277,-0.2394
2407,-0.2274,-0.2422
2408,-0.2272,-0.2445
2409,-0.2269,-0.2463
2410,-0.2267,-0.2476
2411,-0.2265,-0.2483
2412,-0.2262,-0.2485
2413,-0.2260,-0.2482
2414,-0.2257,-0.2474
2415,-0.2255,-0.2460
2416,-0.2252,-0.2441
2417,-0.2250,-0.2417
2418,-0.2247,-0.2387
2419,-0.2245,-0.2353
2420,-0.2243,-0.2313
2421,-0.2240,-0.2268
2422,-0.2238,-0.2219
2423,-0.2235,-0.2164
2424,-0.2233,-0.2105
2425,-0.2230,-0.2042
2426,-0.2228,-0.1974
2427,-0.2225,-0.1901
2428,-0.2223,-0.1825
2429,-0.2221,-0.1744
2430,-0.2218,-0.1660
2431,-0.2216,-0.1572
2432,-0.2213,-0.1481
2433,-0.2211,-0.1386
2434,-0.2208,-0.1288
2435,-0.2206,-0.1187
2436,-0.2203,-0.1084
2437,-0.2201,-0.0978
2438,-0.2199,-0.0870
2439,-0.2196,-0.0761
2440,-0.2194,-0.0649
2441,-0.2191,-0.0536
2442,-0.2189,-0.0421
2443,-0.2186,-0.0306
2444,-0.2184,-0.0190
2445,-0.2182,-0.0073
2446,-0.2179,0.0044
2447,-0.2177,0.0161
2448,-0.2174,0.0277
2449,-0.2172,0.0394
2450,-0.2169,0.0509
2451,-0.2167,0.0623
2452,-0.2164,0.0737
2453,-0.2162,0.0848
2454,-0.2160,0.0958
2455,-0.2157,0.1066
2456,-0.2155,0.1171
2457,-0.2152,0.1274
2458,-0.2150,0.1375
2459,-0.2147,0.1472
2460,-0.2145,0.1566
2461,-0.2142,0.1657
2462,-0.2140,0.1745
2463,-0.2138,0.1828
2464,-0.2135,0.1908
2465,-0.2133,0.1983
2466,-0.2130,0.2054
2467,-0.2128,0.2121
2468,-0.2125,0.2183
2469,-0.2123,0.2240
2470,-0.2120,0.2292
2471,-0.2118,0.2339
2472,-0.2116,0.2381
2473,-0.2113,0.2418
2474,-0.2111,0.2450
2475,-0.2108,0.2476
2476,-0.2106,0.2496
2477,-0.2103,0.2511
2478,-0.2101,0.2521
2479,-0.2099,0.2524
2480,-0.2096,0.2523
2481,-0.2094,0.2515
2482,-0.2091,0.2502
2483,-0.2089,0.2483
2484,-0.2086,0.2459
2485,-0.2084,0.2429
2486,-0.2081,0.2394
2487,-0.2079,0.2353
2488,-0.2077,0.2307
2489,-0.2074,0.2256
2490,-0.2072,0.2199
2491,-0.2069,0.2138
2492,-0.2067,0.2072
2493,-0.2064,0.2001
2494,-0.2062,0.1925
2495,-0.2059,0.1845
2496,-0.2057,0.1761
2497,-0.2055,0.1673
2498,-0.2052,0.1581
2499,-0.2050,0.1485
2500,-0.2047,0.1386
2501,-0.2045,0.1283
2502,-0.2042,0.1178
2503,-0.2040,0.1070
2504,-0.2037,0.0959
2505,-0.2035,0.0846
2506,-0.2033,0.0731
2507,-0.2030,0.0614
2508,-0.2028,0.0496
2509,-0.2025,0.0376
2510,-0.2023,0.0255
2511,-0.2020,0.0134
2512,-0.2018,0.0013
2513,-0.2015,-0.0109
2514,-0.2013,-0.0231
2515,-0.2011,-0.0352
2516,-0.2008,-0.0472
2517,-0.2006,-0.0592
2518,-0.2003,-0.0710
2519,-0.2001,-0.0827
2520,-0.1998,-0.0942
2521,-0.1996,-0.1055
2522,-0.1994,-0.1165
2523,-0.1991,-0.1273
2524,-0.1989,-0.1378
2525,-0.1986,-0.1480
2526,-0.1984,-0.1579
2527,-0.1981,-0.1674
2528,-0.1979,-0.1765
2529,-0.1976,-0.1853
2530,-0.1974,-0.1936
2531,-0.1972,-0.2014
2532,-0.1969,-0.2088
2533,-0.1967,-0.2158
2534,-0.1964,-0.2222
2535,-0.1962,-0.2281
2536,-0.1959,-0.2335
2537,-0.1957,-0.2384
2538,-0.1954,-0.2427
2539,-0.1952,-0.2464
2540,-0.1950,-0.2496
2541,-0.1947,-0.2522
2542,-0.1945,-0.2542
2543,-0.1942,-0.2556
2544,-0.1940,-0.2564
2545,-0.1937,-0.2566
2546,-0.1935,-0.2562
2547,-0.1932,-0.2552
2548,-0.1930,-0.2537
2549,-0.1928,-0.2515
2550,-0.1925,-0.2487
2551,-0.1923,-0.2453
2552,-0.1920,-0.2414
2553,-0.1918,-0.2368
2554,-0.1915,-0.2317
2555,-0.1913,-0.2261
2556,-0.1911,-0.2199
2557,-0.1908,-0.2132
2558,-0.1906,-0.2060
2559,-0.1903,-0.1983
2560,-0.1901,-0.1901
2561,-0.1898,-0.1814
2562,-0.1896,-0.1723
2563,-0.1893,-0.1628
2564,-0.1891,-0.1529
2565,-0.1889,-0.1426
2566,-0.1886,-0.1320
2567,-0.1884,-0.1210
2568,-0.1881,-0.1098
2569,-0.1879,-0.0983
2570,-0.1876,-0.0865
2571,-0.1874,-0.0745
2572,-0.1871,-0.0623
2573,-0.1869,-0.0500
2574,-0.1867,-0.0375
2575,-0.1864,-0.0249
2576,-0.1862,-0.0123
2577,-0.1859,0.0004
2578,-0.1857,0.0131
2579,-0.1854,0.0258
2580,-0.1852,0.0384
2581,-0.1849,0.0509
2582,-0.1847,0.0634
2583,-0.1845,0.0757
2584,-0.1842,0.0878
2585,-0.1840,0.0997
2586,-0.1837,0.1114
2587,-0.1835,0.1228
2588,-0.1832,0.1340
2589,-0.1830,0.1448
2590,-0.1828,0.1553
2591,-0.1825,0.1654
2592,-0.1823,0.1752
2593,-0.1820,0.1845
2594,-0.1818,0.1933
2595,-0.1815,0.2018
2596,-0.1813,0.2097
2597,-0.1810,0.2171
2598,-0.1808,0.2240
2599,-0.1806,0.2303
2600,-0.1803,0.2361
2601,-0.1801,0.2414
2602,-0.1798,0.2460
2603,-0.1796,0.2500
2604,-0.1793,0.2534
2605,-0.1791,0.2563
2606,-0.1788,0.2584
2607,-0.1786,0.2600
2608,-0.1784,0.2609
2609,-0.1781,0.2611
2610,-0.1779,0.2607
2611,-0.1776,0.2597
2612,-0.1774,0.2580
2613,-0.1771,0.2557
2614,-0.1769,0.2527
2615,-0.1766,0.2492
2616,-0.1764,0.2450
2617,-0.1762,0.2401
2618,-0.1759,0.2347
2619,-0.1757,0.2287
2620,-0.1754,0.2221
2621,-0.1752,0.2150
2622,-0.1749,0.2073
2623,-0.1747,0.1990
2624,-0.1744,0.1903
2625,-0.1742,0.1811
2626,-0.1740,0.1714
2627,-0.1737,0.1613
2628,-0.1735,0.1508
2629,-0.1732,0.1399
2630,-0.1730,0.1286
2631,-0.1727,0.1170
2632,-0.1725,0.1051
2633,-0.1723,0.0929
2634,-0.1720,0.0804
2635,-0.1718,0.0677
2636,-0.1715,0.0549
2637,-0.1713,0.0419
2638,-0.1710,0.0288
2639,-0.1708,0.0156
2640,-0.1705,0.0023
2641,-0.1703,-0.0109
2642,-0.1701,-0.0242
2643,-0.1698,-0.0374
2644,-0.1696,-0.0506
2645,-0.1693,-0.0636
2646,-0.1691,-0.0764
2647,-0.1688,-0.0891
2648,-0.1686,-0.1016
2649,-0.1683,-0.1138
2650,-0.1681,-0.1258
2651,-0.1679,-0.1374
2652,-0.1676,-0.1487
2653,-0.1674,-0.1596
2654,-0.1671,-0.1702
2655,-0.1669,-0.1803
2656,-0.1666,-0.1899
2657,-0.1664,-0.1991
2658,-0.1661,-0.2078
2659,-0.1659,-0.2159
2660,-0.1657,-0.2235
2661,-0.1654,-0.2305
2662,-0.1652,-0.2370
2663,-0.1649,-0.2428
2664,-0.1647,-0.2480
2665,-0.1644,-0.2526
2666,-0.1642,-0.2565
2667,-0.1640,-0.2597
2668,-0.1637,-0.2623
2669,-0.1635,-0.2642
2670,-0.1632,-0.2654
2671,-0.1630,-0.2660
2672,-0.1627,-0.2658
2673,-0.1625,-0.2649
2674,-0.1622,-0.2634
2675,-0.1620,-0.2611
2676,-0.1618,-0.2582
2677,-0.1615,-0.2546
2678,-0.1613,-0.2503
2679,-0.1610,-0.2453
2680,-0.1608,-0.2397
2681,-0.1605,-0.2335
2682,-0.1603,-0.2266
2683,-0.1600,-0.2192
2684,-0.1598,-0.2111
2685,-0.1596,-0.2025
2686,-0.1593,-0.1933
2687,-0.1591,-0.1837
2688,-0.1588,-0.1735
2689,-0.1586,-0.1628
2690,-0.1583,-0.1517
2691,-0.1581,-0.1402
2692,-0.1578,-0.1283
2693,-0.1576,-0.1161
2694,-0.1574,-0.1035
2695,-0.1571,-0.0906
2696,-0.1569,-0.0775
2697,-0.1566,-0.0642
2698,-0.1564,-0.0506
2699,-0.1561,-0.0369
2700,-0.1559,-0.0231
2701,-0.1557,-0.0093
2702,-0.1554,0.0047
2703,-0.1552,0.0186
2704,-0.1549,0.0325
2705,-0.1547,0.0463
2706,-0.1544,0.0600
2707,-0.1542,0.0735
2708,-0.1539,0.0869
2709,-0.1537,0.1001
2710,-0.1535,0.1130
2711,-0.1532,0.1256
2712,-0.1530,0.1379
2713,-0.1527,0.1498
2714,-0.1525,0.1613
2715,-0.1522,0.1724
2716,-0.1520,0.1831
2717,-0.1517,0.1932
2718,-0.1515,0.2029
2719,-0.1513,0.2120
2720,-0.1510,0.2205
2721,-0.1508,0.2284
2722,-0.1505,0.2358
2723,-0.1503,0.2425
2724,-0.1500,0.2485
2725,-0.1498,0.2538
2726,-0.1495,0.2585
2727,-0.1493,0.2625
2728,-0.1491,0.2657
2729,-0.1488,0.2682
2730,-0.1486,0.2700
2731,-0.1483,0.2710
2732,-0.1481,0.2713
2733,-0.1478,0.2708
2734,-0.1476,0.2696
2735,-0.1474,0.2676
2736,-0.1471,0.2649
2737,-0.1469,0.2614
2738,-0.1466,0.2572
2739,-0.1464,0.2523
2740,-0.1461,0.2467
2741,-0.1459,0.2404
2742,-0.1456,0.2334
2743,-0.1454,0.2257
2744,-0.1452,0.2174
2745,-0.1449,0.2085
2746,-0.1447,0.1990
2747,-0.1444,0.1889
2748,-0.1442,0.1783
2749,-0.1439,0.1671
2750,-0.1437,0.1555
2751,-0.1434,0.1434
2752,-0.1432,0.1309
2753,-0.1430,0.1180
2754,-0.1427,0.1048
2755,-0.1425,0.0912
2756,-0.1422,0.0774
2757,-0.1420,0.0633
2758,-0.1417,0.0491
2759,-0.1415,0.0347
2760,-0.1412,0.0201
2761,-0.1410,0.0055
2762,-0.1408,-0.0091
2763,-0.1405,-0.0238
2764,-0.1403,-0.0384
2765,-0.1400,-0.0529
2766,-0.1398,-0.0672
2767,-0.1395,-0.0814
2768,-0.1393,-0.0954
2769,-0.1390,-0.1091
2770,-0.1388,-0.1225
2771,-0.1386,-0.1356
2772,-0.1383,-0.1483
2773,-0.1381,-0.1606
2774,-0.1378,-0.1725
2775,-0.1376,-0.1838
2776,-0.1373,-0.1947
2777,-0.1371,-0.2050
2778,-0.1369,-0.2147
2779,-0.1366,-0.2238
2780,-0.1364,-0.2323
2781,-0.1361,-0.2401
2782,-0.1359,-0.2472
2783,-0.1356,-0.2536
2784,-0.1354,-0.2592
2785,-0.1351,-0.2641
2786,-0.1349,-0.2683
2787,-0.1347,-0.2716
2788,-0.1344,-0.2742
2789,-0.1342,-0.2760
2790,-0.1339,-0.2769
2791,-0.1337,-0.2771
2792,-0.1334,-0.2764
2793,-0.1332,-0.2749
2794,-0.1329,-0.2726
2795,-0.1327,-0.2695
2796,-0.1325,-0.2655
2797,-0.1322,-0.2608
2798,-0.1320,-0.2553
2799,-0.1317,-0.2491
2800,-0.1315,-0.2420
2801,-0.1312,-0.2343
2802,-0.1310,-0.2258
2803,-0.1307,-0.2167
2804,-0.1305,-0.2069
2805,-0.1303,-0.1965
2806,-0.1300,-0.1854
2807,-0.1298,-0.1738
2808,-0.1295,-0.1617
2809,-0.1293,-0.1490
2810,-0.1290,-0.1359
2811,-0.1288,-0.1224
2812,-0.1286,-0.1084
2813,-0.1283,-0.0941
2814,-0.1281,-0.0796
2815,-0.1278,-0.0647
2816,-0.1276,-0.0497
2817,-0.1273,-0.0344
2818,-0.1271,-0.0191
2819,-0.1268,-0.0036
2820,-0.1266,0.0118
2821,-0.1264,0.0273
2822,-0.1261,0.0427
2823,-0.1259,0.0580
2824,-0.1256,0.0731
2825,-0.1254,0.0880
2826,-0.1251,0.1027
2827,-0.1249,0.1171
2828,-0.1246,0.1312
2829,-0.1244,0.1448
2830,-0.1242,0.1580
2831,-0.1239,0.1708
2832,-0.1237,0.1831
2833,-0.1234,0.1948
2834,-0.1232,0.2059
2835,-0.1229,0.2164
2836,-0.1227,0.2262
2837,-0.1224,0.2354
2838,-0.1222,0.2438
2839,-0.1220,0.2515
2840,-0.1217,0.2584
2841,-0.1215,0.2645
2842,-0.1212,0.2698
2843,-0.1210,0.2742
2844,-0.1207,0.2778
2845,-0.1205,0.2805
2846,-0.1203,0.2824
2847,-0.1200,0.2834
2848,-0.1198,0.2834
2849,-0.1195,0.2826
2850,-0.1193,0.2809
2851,-0.1190,0.2783
2852,-0.1188,0.2748
2853,-0.1185,0.2704
2854,-0.1183,0.2652
2855,-0.1181,0.2591
2856,-0.1178,0.2522
2857,-0.1176,0.2444
2858,-0.1173,0.2359
2859,-0.1171,0.2266
2860,-0.1168,0.2165
2861,-0.1166,0.2058
2862,-0.1163,0.1944
2863,-0.1161,0.1823
2864,-0.1159,0.1696
2865,-0.1156,0.1564
2866,-0.1154,0.1426
2867,-0.1151,0.1284
2868,-0.1149,0.1137
2869,-0.1146,0.0986
2870,-0.1144,0.0832
2871,-0.1141,0.0675
2872,-0.1139,0.0515
2873,-0.1137,0.0354
2874,-0.1134,0.0191
2875,-0.1132,0.0027
2876,-0.1129,-0.0137
2877,-0.1127,-0.0301
2878,-0.1124,-0.0464
2879,-0.1122,-0.0626
2880,-0.1119,-0.0786
2881,-0.1117,-0.0944
2882,-0.1115,-0.1099
2883,-0.1112,-0.1251
2884,-0.1110,-0.1398
2885,-0.1107,-0.1542
2886,-0.1105,-0.1680
2887,-0.1102,-0.1813
2888,-0.1100,-0.1940
2889,-0.1098,-0.2061
2890,-0.1095,-0.2176
2891,-0.1093,-0.2283
2892,-0.1090,-0.2383
2893,-0.1088,-0.2475
2894,-0.1085,-0.2558
2895,-0.1083,-0.2634
2896,-0.1080,-0.2700
2897,-0.1078,-0.2758
2898,-0.1076,-0.2806
2899,-0.1073,-0.2846
2900,-0.1071,-0.2875
2901,-0.1068,-0.2895
2902,-0.1066,-0.2905
2903,-0.1063,-0.2905
2904,-0.1061,-0.2896
2905,-0.1058,-0.2876
2906,-0.1056,-0.2847
2907,-0.1054,-0.2808
2908,-0.1051,-0.2759
2909,-0.1049,-0.2700
2910,-0.1046,-0.2633
2911,-0.1044,-0.2556
2912,-0.1041,-0.2470
2913,-0.1039,-0.2376
2914,-0.1036,-0.2273
2915,-0.1034,-0.2162
2916,-0.1032,-0.2044
2917,-0.1029,-0.1918
2918,-0.1027,-0.1785
2919,-0.1024,-0.1646
2920,-0.1022,-0.1501
2921,-0.1019,-0.1351
2922,-0.1017,-0.1196
2923,-0.1015,-0.1036
2924,-0.1012,-0.0872
2925,-0.1010,-0.0705
2926,-0.1007,-0.0535
2927,-0.1005,-0.0363
2928,-0.1002,-0.0189
2929,-0.1000,-0.0014
2930,-0.0997,0.0161
2931,-0.0995,0.0335
2932,-0.0993,0.0509
2933,-0.0990,0.0682
2934,-0.0988,0.0852
2935,-0.0985,0.1019
2936,-0.0983,0.1184
2937,-0.0980,0.1344
2938,-0.0978,0.1500
2939,-0.0975,0.1650
2940,-0.0973,0.1796
2941,-0.0971,0.1934
2942,-0.0968,0.2067
2943,-0.0966,0.2192
2944,-0.0963,0.2309
2945,-0.0961,0.2418
2946,-0.0958,0.2519
2947,-0.0956,0.2610
2948,-0.0953,0.2693
2949,-0.0951,0.2765
2950,-0.0949,0.2828
2951,-0.0946,0.2881
2952,-0.0944,0.2923
2953,-0.0941,0.2955
2954,-0.0939,0.2975
2955,-0.0936,0.2985
2956,-0.0934,0.2984
2957,-0.0932,0.2972
2958,-0.0929,0.2949
2959,-0.0927,0.2915
2960,-0.0924,0.2870
